Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2698,Rope Face Pull - Gethin Variation,"Stojak na twarz jest ćwiczenie izolacyjne ukierunkowane przede wszystkim do tylnych naramienników, pułapek i górnej części pleców.Najczęściej wykonuje się to z przywiązaniem liny.",Strength Training,Shoulders,Cable,Intermediate,,
2699,Lying cable lateral raise,"Loksyjne podwyższenie kabla jest ćwiczeniem izolacyjnym, które są ukierunkowane na przyśrodkowy lub środkowy mięsień naramiennych ramion.Najczęściej występuje w treningach barku lub górnego ciała, zwykle w wyższych zakresach powtórzeń co najmniej 8-12 powtórzeń na zestaw.",Strength Training,Shoulders,Cable,Intermediate,,
2700,Cable seated row,"Kabel siedzący jest popularnym ćwiczeniem do trenowania mięśni górnej części pleców, w tym Lats (Latissimus dorsi), pułapek, romboidów i tylnych deltoidów za pomocą stosu kablowego.W mniejszym stopniu celuje w biceps.Rząd kablowy może działać dobrze w różnych zakresach powtórzeń, ale jest najbardziej popularny w treningach budujących mięśnie lub jako ruch akcesoriów do treningów siłowych.",Strength Training,Shoulders,Cable,Intermediate,,
2701,Single-arm cable lateral raise,"Podniesienie bocznego kabla jednoramiennego jest ćwiczeniem izolacyjnym ukierunkowanym na ramiona, w szczególności środkowego naramiennika.Ten ruch uderza również w pułapki i górną część pleców i pozwala skupić się na każdej stronie niezależnie.Ponieważ przyczepność jest ograniczeniem, jest zwykle wykonywane dla umiarkowanych do wysokich powtórzeń, co najmniej 8-12 powtórzeń na zestaw, w ramach treningu skoncentrowanego na górnym ciele lub ramion.",Strength Training,Shoulders,Cable,Intermediate,,
2702,UP Cable Face Pull,"Stojak na twarz jest ćwiczenie izolacyjne ukierunkowane przede wszystkim do tylnych naramienników, pułapek i górnej części pleców.Najczęściej wykonuje się to z przywiązaniem liny.",Strength Training,Shoulders,Cable,Intermediate,,
2703,AA Cable Leaning Side Raise,,Strength Training,Shoulders,Cable,Intermediate,,
2704,30 Shoulders Bent-Over Low Cable Reverse Fly,,Strength Training,Shoulders,Cable,Intermediate,,
2705,30 Shoulders Cable Rope Face Pull,,Strength Training,Shoulders,Cable,Intermediate,,
2706,30 Shoulders Cable Straight-Bar Front Raise,,Strength Training,Shoulders,Cable,Intermediate,,
2707,30 Shoulders Cable Straight-Bar Upright Row,,Strength Training,Shoulders,Cable,Intermediate,,
2708,30 Shoulders High Cable Reverse Fly,,Strength Training,Shoulders,Cable,Intermediate,,
2709,30 Shoulders Single-Arm Bent-Over Cable Reverse Fly,,Strength Training,Shoulders,Cable,Intermediate,,
2710,30 Shoulders Single-Arm Cable Front Raise,,Strength Training,Shoulders,Cable,Intermediate,,
2711,30 Shoulders Single-Arm Leaning Cable Lateral Raise,,Strength Training,Shoulders,Cable,Intermediate,,
2712,RG 3-Way Single-Arm Rear Delt Cable Fly,,Strength Training,Shoulders,Cable,Intermediate,,
2713,RG Single-Arm Cross-Body Cable Front Raise,,Strength Training,Shoulders,Cable,Intermediate,,
2714,Smith machine shoulder press,"Smith Machine Rame Press to ćwiczenie maszynowe ukierunkowane na mięśnie naramienne.Smith Machine naśladuje sztangę, ale zapewnia większą stabilność.Ten ruch można zaprogramować w niskich powtórzeniach pod kątem wytrzymałości siły lub wyższej dla wytrzymałości mięśni i siły.Często jest wykonywany dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej, w ramach treningu skoncentrowanego na ramieniu lub górnej części ciała.",Strength Training,Shoulders,Machine,Intermediate,8.9,Average
2715,Machine shoulder press,"Maszyna prasa na ramię to ćwiczenie maszynowe ukierunkowane na mięśnie naramienne.Przybliża ruch prasy ramionowej swobodnej, ale wykorzystuje wybitną maszynę do stosu ciężarowego lub obciążenia płytą.Wiele takich maszyn pozwala również wybierać między różnymi uchwytami i szerokościami przyczepności.Naciski ramionowe maszynowe są często wykonywane dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej, w ramach części treningu skoncentrowanego na górnej lub ramion.",Strength Training,Shoulders,Machine,Intermediate,8.9,Average
2716,Reverse Machine Flyes,"Tylna mucha delta maszyny to ćwiczenie ukierunkowane na tylną głowę mięśnia barkowego lub naramienników, a także mięśnie górnego pleców.Jest to rodzaj odwrotnej muchy klatki piersiowej i czasami jest wykonywany na tej samej maszynie, ale skierowany w odwrotny kierunek.Ponieważ celuje w tak małe mięśnie, ćwiczenie to jest zwykle wykonywane z lekką wagą dla wysokich powtórzeń, takich jak 10-15 powtórzeń na zestaw lub więcej.",Strength Training,Shoulders,Machine,Intermediate,8.2,Average
2717,Single-arm Smith machine upright row,"Rowerowy rzędu maszyny Smith Smith Smith to ćwiczenie górnego ciała skierowane do mięśni pułapek i ramion.Ruch ten jest często wykonywany dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej, w ramach treningu skoncentrowanego na górnym ciele lub ramion.",Strength Training,Shoulders,Machine,Intermediate,7.2,Average
2718,Machine Lateral Raise,,Strength Training,Shoulders,Machine,Intermediate,7.2,Average
2719,Smith machine behind-the-neck press,"Smith Machine Behind the Neck prasa to ćwiczenie maszynowe ukierunkowane na naramienniki.Smith Machine naśladuje sztangę, ale zapewnia większą stabilność.Ten ruch można zaprogramować w niskich powtórzeniach pod kątem wytrzymałości siły lub wyższej dla wytrzymałości mięśni i siły.Często jest wykonywany dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej, w ramach treningu skoncentrowanego na ramieniu lub górnej części ciała.",Strength Training,Shoulders,Machine,Intermediate,,
2720,Smith Machine Behind-The-Neck Press - Gethin Variation,"Smith Machine Behind the Neck prasa to ćwiczenie maszynowe ukierunkowane na naramienniki.Smith Machine naśladuje sztangę, ale zapewnia większą stabilność.Ten ruch można zaprogramować w niskich powtórzeniach pod kątem wytrzymałości siły lub wyższej dla wytrzymałości mięśni i siły.Często jest wykonywany dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej, w ramach treningu skoncentrowanego na ramieniu lub górnej części ciała.",Strength Training,Shoulders,Machine,Intermediate,,
2721,30 Shoulders Leg Press Shoulder Press,,Strength Training,Shoulders,Machine,Intermediate,,
2722,30 Shoulders Machine Shoulder Press,,Strength Training,Shoulders,Machine,Intermediate,,
2723,30 Shoulders Pec-Deck Reverse Fly,,Strength Training,Shoulders,Machine,Intermediate,,
2724,30 Shoulders Smith Machine Behind-The-Head Press,,Strength Training,Shoulders,Machine,Intermediate,,
2725,30 Shoulders Smith Machine Shoulder Press,,Strength Training,Shoulders,Machine,Intermediate,,
2726,Handstand push-up,"Push-upa z ręki jest ćwiczeniem skierowanym do ramion, chociaż inne mięśnie pomagają w zakończeniu powtórzeń.Jest to powszechne zarówno w treningach CrossFit, jak i zaawansowanej wagi ciała lub treningu kalisthenicznej.Biorąc pod uwagę stopień trudności, początkujący będą musieli przejść do tego ruchu.",Strength Training,Shoulders,Body Only,Intermediate,8.7,Average
2727,Upward Stretch,,Mobility and Stretching,Shoulders,Body Only,Intermediate,6.7,Average
2728,Shoulder Circles,,Mobility and Stretching,Shoulders,Body Only,Intermediate,6.7,Average
2729,Cross-body shoulder stretch,"Rozciąganie ramion krzyżowych zwiększają elastyczność w ramionach.Jest to powszechne włączenie do dynamicznych rozgrzewek w górnym ciele przed treningiem lub sportem, ale można je również wykonać w dowolnym momencie, aby „uprawiać” górną część ciała.",Mobility and Stretching,Shoulders,Body Only,Intermediate,5.9,Average
2730,Arm circle,"Krąg ramienia jest nieważnym ćwiczeniem skierowanym do ramion.Polega na wyciąganiu rąk na bok i rysowanie małych kół w powietrzu rękami.Jest to powszechne w rozgrzewkach zarówno dla treningu, jak i lekkoatletyki i często jest wykonywane po prostu, dopóki ktoś nie odczuwa oparzenia, a nie dla ustalonej liczby powtórzeń.",Mobility and Stretching,Shoulders,Body Only,Intermediate,5.1,Average
2731,Seated Front Deltoid,,Mobility and Stretching,Shoulders,Body Only,Beginner,4.5,Average
2732,Shoulder Raise,,Mobility and Stretching,Shoulders,Body Only,Intermediate,4.1,Average
2733,Hand Stand Push-Up,"Push-upa z ręki jest ćwiczeniem skierowanym do ramion, chociaż inne mięśnie pomagają w zakończeniu powtórzeń.Jest to powszechne zarówno w treningach CrossFit, jak i zaawansowanej wagi ciała lub treningu kalisthenicznej.Biorąc pod uwagę stopień trudności, początkujący będą chcieli przejść do tego ruchu.",Strength Training,Shoulders,Body Only,Intermediate,0.0,Average
2734,Wall walk,"Spacer na ścianie jest trudnym ćwiczeniem, które działają całe ciało.Z pozycji push-up ręce wracają, gdy stopy idą po ścianie, a następnie cały ruch jest odwrócony.To nie jest dla początkujących, którzy będą musieli przejść do tego ćwiczenia.",Strength Training,Shoulders,Body Only,Intermediate,0.0,
2735,Return Push from Stance,,HIIT,Shoulders,Body Only,Intermediate,0.0,
2736,Wall shoulder tap,"Tap ramion na ścianie jest ćwiczeniem na ramiona w masie ciała, które jest popularnym ruchem gimnastyczki, cheerleaderków i innych sportowców, którzy muszą spędzać dużo czasu w dynamicznych ruchach ręcznego.Począwszy od pozycji ręcznej z palcami dotykającymi ściany, jedna ręka jest podnoszona w celu dotknięcia przeciwnego ramienia.Trwa to na naprzemienną modę przez czas trwania zestawu.",Strength Training,Shoulders,Body Only,Intermediate,0.0,
2737,Bear crawl shoulder tap,"Niedźwiedź czołgający się ramię to odmiana czołgania się niedźwiedziem, która polega na dotykaniu przeciwnego ramienia, gdy w statycznym pełzanie niedźwiedzia.Dodaje dodatkową koordynację i podstawowe wyzwanie do już intensywnego ruchu całego ciała, który jest ukierunkowany na układ sercowo-naczyniowy, a także szeroki zakres grup mięśni.Można to zrobić jako rozgrzewkę całego ciała lub jako część obwodu lub przepływu ciała.",Strength Training,Shoulders,Body Only,Intermediate,0.0,
2738,Shadow boxing,"Boks Shadow to ćwiczenie zwykle używane w sporcie bojowym i walce.Może jednak stworzyć świetną sesję kardio dla każdego, kto może wdrożyć w szybkim obwodzie lub jako aktywny odpoczynek.Zazwyczaj jest wykonywany dla czasu lub rund.",Cardio,Shoulders,Body Only,Intermediate,0.0,
2739,Bear crawl fire feet,"Niedźwiedź Crawl Fire stopy to odmiana pełzania niedźwiedzia, która obejmuje bieganie na miejscu podczas gdy w statycznym pełzanie niedźwiedzia.Dodaje dodatkową koordynację i wyzwanie całego ciała do i tak intensywnego ruchu całego ciała, który jest ukierunkowany na układ sercowo-naczyniowy, a także szeroki zakres grup mięśni.Można to zrobić jako rozgrzewkę całego ciała lub jako część obwodu lub przepływu ciała.",Cardio,Shoulders,Body Only,Intermediate,0.0,
2740,Wall sprawl,"Rozciąganie ścienne jest ćwiczeniem masy ciała ukierunkowanej na ramiona, chociaż rekrutacja wielu innych mięśni jest rekrutowanych do zakończenia ćwiczenia.Z pozycji czterech czterech podskakujesz na ścianę, a następnie wycofujesz się.Jest to poważne wyzwanie sercowo-naczyniowe, które jest zwykle wykonywane w ramach treningu skoncentrowanego na tłuszczu lub atletyzmie.",HIIT,Shoulders,Body Only,Intermediate,0.0,
2741,Bent Over Shoulder Y,"Leżąca tylna delt Y działa na ramiona, w szczególności tylne głowy.Zakres ruchu różni się od leżącej tylnej muchy delta.W punkcie środkowym ramiona i tułów tworzą Y - stąd nazwa.",Mobility and Stretching,Shoulders,Body Only,Intermediate,,
2742,Shoulder L,"Obrót barki wygięty jest ćwiczeniem górnego ciała, które pomaga wzmocnić mięśnie wokół mankietu rotatora w stabilnym stawie barkowym.Zwykle wykonuje się to jako część dynamicznego rozgrzewki dla ramion.Można go wykonywać z masą ciała, lekkimi hantlami lub płytami ciężarowymi lub pasmami.",Strength Training,Shoulders,Body Only,Intermediate,,
2743,Shoulder Dislocation Stretch-Dowel,,Mobility and Stretching,Shoulders,Body Only,Intermediate,,
2744,TBS Inverted Row,"Inverted Row Machine Smith Machine to ćwiczenie masy ciała skierowane do mięśni Lats (Latissimus dorsi) i górnej części pleców, za pomocą paska maszyny Smitha do powieszenia i odciągania.Możesz zmienić wysokość paska, aby dostosować poziom trudności i pożądany kąt rzędu.Ta zmiana jest zwykle wykonywana dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej.",Strength Training,Shoulders,Body Only,Intermediate,,
2745,PVC Shoulder Stretch,,Mobility and Stretching,Shoulders,Body Only,Intermediate,,
2746,Shoulder T,"Wygięta tylna delt płyta jest ćwiczeniem ukierunkowanym na tylne głowy ramion, czyli naramienniki.Możesz także użyć hantli lub innych lekkich wag, aby uzyskać podobny efekt.Ruch ten jest zwykle wykonywany jako część dynamicznego rozgrzewki lub jako ruch wypalenie o wysokiej zawartości w dniu ramienia lub tyłu.",Mobility and Stretching,Shoulders,Body Only,Intermediate,,
2747,HM Arm Circle,,Strength Training,Shoulders,Body Only,Intermediate,,
2748,HM Shoulder Stretch,,Mobility and Stretching,Shoulders,Body Only,Intermediate,,
2749,HM Shoulder Stretch on Floor,,Mobility and Stretching,Shoulders,Body Only,Intermediate,,
2750,HM Shoulder Tap,,Mobility and Stretching,Shoulders,Body Only,Intermediate,,
2751,HM Hand-On-Wall Stretch,,Strength Training,Shoulders,Body Only,Intermediate,,
2752,HM Jumping Arm Circle,,Strength Training,Shoulders,Body Only,Intermediate,,
2753,Kipping Clapping Pull-Up,,Strength Training,Shoulders,Body Only,Intermediate,,
2754,Holman Kneeling Overhead Press to Donkey Kick,,Strength Training,Shoulders,Body Only,Intermediate,,
2755,Floor angel,Anioł podłogi to rozciągający mobilność barku i aktywację mięśni stabilizatora barku.Kieruje się również szereg mięśni postawy w górnej części pleców.,Strength Training,Shoulders,Body Only,Intermediate,,
2756,Shoulder extension stretch,Odcinek przedłużenia barku koncentruje się na wprowadzaniu większej elastyczności stawu barkowego.Zwiększa zakres ruchu w przedłużeniu barku lub porusza ramionami za tylną częścią.Można go wykonać w ramach rozgrzewki lub mobilności i elastyczności po treningu lub w dowolnym momencie.,Strength Training,Shoulders,Body Only,Intermediate,,
2757,Backward Medicine Ball Throw,,HIIT,Shoulders,Medicine Ball,Beginner,6.8,Average
2758,Medicine ball scoop throw,"Rzut na piłkę medyczną jest wybuchowym ćwiczeniem ukierunkowanym na brzuch i biodra.Można go wykonywać dla niższych powtórzeń, koncentrując się na mocy lub dla wyższych powtórzeń, z naciskiem na utratę tłuszczu i kondycjonowanie.Zaczyna się w pozycji półksiężycowej trzymającej piłkę lekarską, która następnie „zgarnia” i rzuca naprzód w jednym ciągłym ruchu.",HIIT,Shoulders,Medicine Ball,Intermediate,3.4,Average
2759,Standing Two-Arm Overhead Throw,,HIIT,Shoulders,Medicine Ball,Beginner,0.0,Average
2760,Incline face-down bar front raise,"Pochylne podwyższenie pręta jest ćwiczeniem górnego ciała atakującego ramiona.Ponieważ jest wykonywany twarzą w dół na kątowej ławce, ma większy zakres ruchu niż podwyżki stojące lub wyprostowane i uderza w ramiona pod innym kątem.Wariacji podnoszenia są zwykle wykonywane dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej, w ramach treningu skoncentrowanego na górnym ciele lub ramion.",Strength Training,Shoulders,E-Z Curl Bar,Intermediate,8.3,Average
