Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
35,Male,79.3,1.96,184.0671110667489,137.17924521001774,73.59181476953776,1.12,938.0,Strength,28.0,2.4,4,2,19.42
33,Male,119.9,1.63,163.8895590268557,141.55287303484312,65.07973924823193,1.44,1004.0,HIIT,28.8,2.9,3,2,46.5
22,Male,85.7,1.86,191.37591036168018,167.08316802995688,57.235551383149,0.67,601.0,Strength,28.2,3.0,3,1,25.81
55,Male,131.2,1.91,208.14686724128075,132.6961885776006,74.54190568933907,1.31,838.0,Strength,28.0,2.8,3,2,32.18
44,Female,61.7,1.64,170.95823769608455,133.1820600719483,71.85547175578844,1.61,1035.0,Cardio,16.7,2.6,4,3,22.34
45,Female,46.8,1.54,185.36893271895514,125.99599970430981,66.65854877801398,1.29,765.0,Cardio,35.3,2.3,2,1,17.84
46,Male,97.3,1.96,178.97961261232976,136.02762582157013,52.37462965657476,1.01,713.0,Cardio,27.8,3.7,3,2,25.0
41,Male,73.8,1.83,176.95221487113307,136.1752752564713,58.6351030972768,1.17,750.0,Yoga,21.1,2.9,3,2,21.11
22,Male,84.4,1.81,186.73195734645145,125.2835338260154,58.160016771505994,1.98,1350.0,Strength,11.4,3.6,5,3,24.09
26,Female,65.2,1.72,202.0473234731795,157.98667316127072,65.68309958244957,0.97,775.0,Cardio,30.1,2.0,2,1,21.94
59,Female,67.1,1.58,170.58902352802133,119.09275410334381,53.78220621694584,1.12,624.0,HIIT,26.6,2.0,3,2,24.47
50,Male,47.1,1.69,201.8381558317803,157.35081983109436,77.36766451343084,1.42,1123.0,Strength,27.9,3.6,2,1,14.85
42,Male,80.4,1.94,185.66647463696623,147.32196151666184,48.57540490870124,1.19,844.0,Cardio,27.3,3.3,2,1,21.81
42,Male,89.5,1.89,194.45801602468399,150.01999579707922,59.550988392172755,1.43,1158.0,Cardio,22.4,2.1,3,1,24.6
19,Female,66.0,1.69,174.9495033986119,117.43499154794914,59.28708459639737,0.89,583.0,Yoga,27.4,1.6,2,1,21.75
41,Male,62.8,1.72,161.37387817510904,166.3439059674736,68.22758329739779,1.14,913.0,Cardio,24.4,2.9,3,2,24.37
43,Male,65.5,1.7,164.34227013392368,151.49611263816973,49.22413708175819,1.24,880.0,HIIT,24.8,2.5,3,2,22.11
51,Male,70.2,1.87,167.63398304368317,122.24477993690282,57.073219224505365,1.5,899.0,Yoga,22.0,3.0,3,2,18.46
35,Female,73.9,1.57,188.00268882540243,131.45409995661143,50.030131336126544,0.63,422.0,HIIT,28.2,2.8,2,1,29.85
28,Female,52.6,1.59,161.82209248291167,165.66483519454985,71.58745991104826,1.32,1127.0,Yoga,29.2,1.9,3,2,19.49
38,Male,87.8,1.81,188.06434024540962,137.66122329258576,52.02603801441903,1.97,1468.0,Strength,10.5,3.6,5,3,26.24
47,Female,58.4,1.51,197.91523606295496,136.97719354598513,62.94441294368968,1.82,1103.0,Cardio,18.3,2.7,4,3,24.62
51,Male,59.7,1.71,201.46854226726842,147.10668236651858,54.35561379534272,1.24,893.0,HIIT,19.8,2.4,3,2,20.88
40,Female,62.7,1.53,162.32353945075423,157.36466320797194,54.18882529754546,1.8,1287.0,HIIT,15.4,2.7,5,3,24.7
41,Male,48.5,1.65,182.90515036143444,132.64826863771992,67.3982798886447,1.22,801.0,Strength,21.3,2.1,2,1,16.86
49,Male,89.9,1.7,166.50964000853494,153.1214029901072,62.510122722125054,1.09,842.0,Yoga,22.8,3.4,4,2,29.51
37,Male,88.9,1.72,171.24442499889773,157.9823771261245,70.63734527436911,1.35,1178.0,Cardio,24.8,3.5,4,2,31.66
55,Male,70.6,1.93,157.4876296577757,148.26324516448668,70.06626939332506,1.16,828.0,Yoga,26.1,2.2,3,2,21.22
40,Male,74.3,1.58,195.46085931369632,138.2330227681271,69.62535649970923,0.51,349.0,Strength,26.5,3.3,3,1,26.83
55,Female,69.0,1.63,181.74956820232978,140.60935652858976,57.42174629921302,1.06,695.0,HIIT,24.8,2.5,4,2,23.19
33,Female,71.5,1.69,171.35543096559135,124.50294756980371,57.64821858969279,1.28,733.0,Strength,28.7,1.7,2,1,25.8
55,Female,49.1,1.52,179.10523902302663,161.4047901860429,54.570359751215605,1.2,852.0,Cardio,25.9,2.2,4,2,19.28
22,Male,91.4,1.61,192.6769326133471,121.14898018458295,64.46210146026176,1.69,1144.0,HIIT,11.5,3.7,4,3,32.88
41,Male,67.4,1.7,162.68372816010535,128.58441875566544,54.75956151583237,1.26,740.0,Strength,23.4,2.8,3,2,23.1
55,Female,46.4,1.53,167.16037667719604,169.95071087738827,55.90863132240306,1.34,1046.0,Strength,31.3,2.0,2,1,20.48
34,Female,51.9,1.54,185.72497011048665,127.23111102076902,62.12652910755996,1.09,713.0,Cardio,30.2,2.2,3,1,23.13
24,Female,39.6,1.63,165.53465775600986,159.62926992111653,56.18050747724972,0.95,824.0,HIIT,29.9,1.9,2,1,15.17
57,Male,88.5,1.93,203.1823572224911,138.2492216884042,65.92011727680253,1.19,824.0,Yoga,27.5,3.4,2,1,22.2
40,Female,49.7,1.69,157.30057121664984,157.48406094896768,53.294469713307286,1.32,949.0,Strength,29.8,2.0,3,2,17.39
17,Male,62.2,1.91,179.52098621622005,147.3870041480682,54.28917966125817,1.16,1001.0,HIIT,24.3,2.4,3,2,20.27
53,Male,89.9,1.8,182.4246032633524,131.4478198464123,74.50506583227578,1.15,827.0,Yoga,26.8,2.6,4,2,24.58
45,Female,63.2,1.78,158.1898733411635,152.34423286427236,53.53466757436712,1.49,1086.0,HIIT,16.3,2.8,5,3,19.36
24,Male,116.1,1.81,183.29952139253058,125.029942851999,67.28177910326,0.99,668.0,Strength,27.1,3.4,4,2,36.85
36,Male,104.4,1.76,189.962687719408,115.85158141530174,62.632053071365604,0.8,545.0,HIIT,23.7,2.9,2,1,34.3
21,Male,100.5,1.85,185.77507683510618,146.91249166102554,58.156784029669716,1.33,1026.0,Cardio,28.1,2.7,3,2,26.41
54,Male,120.5,1.8,166.27275510281672,165.34723410657068,67.4701199870938,0.77,626.0,Strength,27.1,2.6,3,1,38.33
24,Male,94.4,1.99,187.5688039741888,159.19250898485012,75.01380902095832,1.49,1264.0,Cardio,24.2,2.5,4,2,26.33
39,Male,74.7,1.86,179.575458351772,135.42335683883994,55.38789432286366,1.12,744.0,Yoga,21.5,2.7,3,2,21.29
43,Female,55.7,1.71,188.3469792032988,147.92943871133556,53.30304179720955,1.13,749.0,Yoga,35.0,2.3,2,1,20.97
27,Female,71.4,1.73,182.8859318992869,121.0833206851761,70.72280196581372,0.84,503.0,HIIT,28.3,1.7,3,1,25.87
49,Female,57.2,1.55,183.66391997527074,119.4125182579452,63.63236350147195,1.81,984.0,Strength,17.9,2.8,4,3,23.23
35,Male,57.8,1.64,206.14638734105765,165.08016153725166,58.33332145437531,1.29,1194.0,Strength,22.4,3.3,3,1,22.06
20,Male,85.0,1.65,200.32909505478443,125.33648653513468,65.0552748277916,1.75,1140.0,HIIT,11.8,3.6,4,3,35.51
42,Female,57.4,1.81,162.62209361597965,170.94621765752393,59.026324506705706,1.7,1192.0,Cardio,16.3,2.6,5,3,17.98
40,Male,102.9,2.03,198.21670349120814,139.12089829327542,70.04887165168758,0.78,598.0,HIIT,26.3,2.4,2,1,27.44
26,Female,51.7,1.67,174.88008975607667,116.67697933510486,59.5461077422357,1.04,614.0,Cardio,33.7,2.0,4,2,19.36
54,Male,66.5,1.76,193.4416344054179,160.11072552445097,61.05687960029309,0.53,427.0,Yoga,21.4,2.7,3,1,24.56
25,Male,52.7,2.03,166.61122393612226,135.52815239043812,55.41057881525977,0.76,544.0,HIIT,26.8,2.2,2,1,12.61
47,Male,72.2,1.64,176.38824386113586,124.82436588528526,59.874101111717636,1.32,807.0,Cardio,20.7,3.5,4,2,27.2
51,Male,59.7,1.71,175.98607980819583,128.16510081728075,76.01512488883725,0.56,346.0,Cardio,20.8,3.4,3,1,22.95
28,Male,84.8,1.9,179.241855326414,117.5751972254753,70.66316639792825,1.47,990.0,Yoga,10.7,3.6,4,3,26.32
25,Female,73.5,1.45,187.46495780008811,143.24198904934218,56.417639721190405,1.17,844.0,Cardio,35.8,2.6,2,1,30.13
24,Female,71.6,1.64,170.66242248359217,176.71262303898655,71.35127468811389,1.19,1008.0,Strength,25.9,1.5,2,1,23.57
32,Female,51.1,1.51,200.21875083161487,120.21668518791738,70.63761956524033,1.05,640.0,Cardio,31.3,2.3,2,1,23.17
57,Male,94.9,1.88,164.64221710348247,149.8495728026781,70.576972219265,1.06,773.0,Strength,27.7,2.1,3,2,27.62
39,Male,89.4,1.72,180.87794248522275,141.06910220333793,74.87515476619694,0.83,633.0,Yoga,27.1,3.3,2,1,29.87
42,Female,52.5,1.57,176.0367512219673,162.9939851803192,63.52423126531371,1.48,1123.0,Strength,30.0,2.0,4,2,22.86
21,Male,64.2,1.62,157.46366956463126,144.51390311290845,71.50544685104771,1.37,1105.0,Yoga,22.5,2.1,3,2,26.85
30,Male,65.0,1.92,180.072066249175,135.25150900799107,70.19445072910719,0.62,491.0,Yoga,25.1,2.2,2,1,18.73
34,Female,60.4,1.58,180.90282192639714,147.2726197593535,56.278575346078156,1.1,823.0,Cardio,32.1,2.3,4,2,22.49
32,Female,61.0,1.56,186.57460301130104,125.95916586338679,72.20562221196197,1.6,936.0,Strength,15.8,2.6,5,3,24.78
51,Female,56.7,1.62,197.3217694593186,138.5546420121771,60.849411767442724,1.84,1224.0,Yoga,19.5,2.7,5,3,22.9
48,Female,49.2,1.61,176.82383182365453,146.5904242791876,62.558550300562636,1.54,952.0,HIIT,25.8,1.7,3,2,16.61
38,Male,105.0,1.83,181.2631609293222,167.76577668986278,58.697672380889465,0.52,490.0,Cardio,25.2,3.2,2,1,28.21
40,Male,85.7,1.84,176.34789277759384,143.03673782969324,62.51340553687336,1.69,1203.0,Cardio,14.5,3.5,4,3,26.42
60,Female,63.2,1.49,189.38488623949786,164.42701859122863,64.65643348080361,1.37,961.0,Strength,30.0,1.8,3,2,27.63
35,Female,61.3,1.72,185.87718718196393,115.51943291251403,59.7938531105358,0.86,511.0,Cardio,36.0,2.2,2,1,18.6
41,Male,74.2,1.98,162.94115609827318,175.06796326225347,52.60387824380768,0.49,433.0,Yoga,27.6,2.6,2,1,18.09
58,Male,76.5,1.84,166.09266608261612,139.88442091577198,53.56389028920463,1.13,777.0,Yoga,26.2,2.7,4,2,21.47
36,Male,99.5,1.9,195.3413757186341,134.5952333902729,65.06064162780591,1.34,955.0,HIIT,20.7,3.3,3,1,28.77
42,Male,106.4,1.71,165.81379609541443,124.65093490474733,50.62550143769482,1.11,682.0,Yoga,22.2,3.3,3,1,35.43
29,Female,65.1,1.57,202.0892758125382,153.422034705486,53.355793545476736,0.66,479.0,Strength,30.6,1.8,2,1,23.59
25,Female,56.1,1.75,181.43024798723826,147.50460168937212,65.98837002960303,1.58,1128.0,Yoga,15.9,2.8,4,3,17.4
32,Female,65.2,1.59,190.90527170899503,115.38488193980096,74.67823319679185,1.63,914.0,Strength,17.1,2.7,5,3,25.1
54,Female,56.2,1.49,166.93372873514787,135.25929675505455,56.620761858473784,1.15,709.0,Strength,26.3,1.8,4,2,22.8
26,Male,96.2,1.87,184.2997126380575,153.97056596522577,73.3451059491087,1.42,1239.0,Cardio,24.8,2.5,4,2,25.5
19,Male,128.3,1.92,173.21907800662703,146.3164856229449,55.26858768818918,0.61,506.0,Cardio,27.1,2.1,2,1,36.36
29,Female,78.1,1.71,169.5761785526898,143.77446429234004,55.26750523211385,1.25,953.0,Yoga,24.8,1.9,4,2,24.0
57,Male,121.9,1.89,176.06582252960305,156.26687905122773,53.14103512908518,0.66,506.0,Yoga,19.8,2.9,3,1,35.14
28,Female,65.9,1.54,189.49652995899208,120.7031716587068,57.13188999699052,1.2,746.0,Strength,25.8,2.2,4,2,27.44
35,Male,92.5,1.69,171.62013020350696,136.64593241069102,70.32389657742631,0.7,576.0,Yoga,22.1,3.5,3,1,29.2
27,Male,122.2,1.81,176.89798462448655,161.13756984017363,63.830008428364195,1.2,980.0,Yoga,23.3,3.2,4,2,41.55
24,Male,117.4,1.68,187.56050085088378,168.32000360968613,59.06939023139997,1.54,1323.0,Cardio,22.1,2.6,4,2,45.9
51,Female,67.7,1.54,194.43445853461807,145.42776187269453,54.21860684269737,1.3,834.0,Cardio,26.0,2.3,4,2,28.73
44,Male,58.4,1.78,203.200209033233,154.50346596651596,65.1314988460921,1.27,925.0,HIIT,24.5,3.0,4,2,20.1
43,Male,47.2,1.71,165.7394343950779,150.62932169193172,67.61994575742234,1.2,897.0,Yoga,23.7,2.3,3,1,14.28
55,Male,89.0,1.74,185.1180577474633,154.45538440258443,52.90254607559517,1.38,973.0,Strength,30.0,2.2,2,1,33.5
20,Male,104.9,1.9,186.74277740518008,129.44472763524712,48.52637535533616,1.27,925.0,Yoga,25.0,3.3,2,1,29.47
40,Male,77.3,1.57,162.19487547061948,141.92417682493513,48.55811557982264,1.08,682.0,Strength,25.0,3.5,4,2,27.27
27,Female,63.6,1.54,192.66099082655762,138.48599881415274,56.11653910720423,1.9,1270.0,Yoga,18.8,2.7,4,3,23.19
23,Female,60.2,1.51,192.41363805940748,131.03413565226245,57.79344162849176,1.23,804.0,Yoga,26.2,2.1,3,2,26.92
45,Female,40.9,1.63,152.82604594345884,170.3875965618603,68.78473539659993,0.99,778.0,Yoga,26.3,2.1,4,2,16.32
24,Male,87.9,1.81,182.29445864948087,152.7729892523888,63.49867343056144,1.82,1558.0,HIIT,10.7,3.5,4,3,28.51
59,Male,90.4,1.82,191.26403222102243,121.1656641883495,58.642127479320834,1.16,721.0,Strength,28.4,3.2,3,2,29.06
27,Male,64.6,1.85,164.42103789679442,150.23385240283,74.83190658786528,1.53,1211.0,Yoga,27.1,3.2,2,1,18.62
55,Male,80.7,1.83,164.53640333723422,138.66941240850403,71.65993635974559,1.78,1355.0,Cardio,12.3,3.6,5,3,23.93
35,Female,77.1,1.71,201.32107462555186,138.51594824166386,68.66809533615799,1.09,794.0,Strength,26.8,1.5,4,2,24.71
19,Female,59.1,1.62,177.67704323243115,146.9746017762491,72.77546700974769,1.9,1417.0,Yoga,14.6,2.6,4,3,21.83
53,Female,41.7,1.8,192.16433592313498,159.60489377311382,74.60047749276121,1.24,950.0,Cardio,30.9,2.0,4,2,12.11
51,Male,100.3,1.91,177.3595891046394,136.20772959288132,64.54200178387221,0.68,462.0,Cardio,24.2,2.9,3,1,32.49
54,Female,58.0,1.83,203.15602350628362,146.99314576333578,68.38444429834814,1.76,1255.0,HIIT,14.7,2.8,5,3,18.97
46,Male,81.2,1.75,176.99861911542868,144.32285133027304,70.52401126424729,1.84,1390.0,HIIT,12.5,3.6,5,3,25.3
28,Male,83.0,1.77,190.06686983881497,146.8819062132359,51.71487835341639,1.73,1337.0,Yoga,14.7,3.4,4,3,29.55
42,Male,81.7,1.74,181.33701450340723,145.83524965521067,58.25260671818056,1.73,1148.0,Cardio,14.1,3.6,4,3,25.08
49,Female,54.1,1.64,176.99567579279682,124.78824411307504,67.79130498769995,0.76,455.0,Yoga,32.0,1.9,3,1,18.95
51,Female,74.1,1.48,179.7486633683542,128.48538631717182,48.46873104773689,0.69,413.0,Cardio,31.8,2.0,2,1,32.07
22,Female,77.2,1.78,199.90303837204272,148.7506068100885,58.39176146367941,1.41,1194.0,HIIT,31.7,1.6,4,2,27.21
20,Female,77.7,1.8,167.18827433089098,145.78821187966142,62.89522326540457,1.4,1104.0,Strength,30.1,2.1,4,2,26.4
39,Female,40.2,1.86,194.49704942494046,158.4881817673331,56.245043280928,0.6,502.0,Cardio,25.5,2.6,2,1,13.01
32,Female,49.6,1.51,201.82601244565595,124.45797609861762,62.49249930985168,1.53,996.0,Cardio,29.2,2.1,2,1,21.23
34,Male,117.8,1.58,171.53198232296822,132.65734452791193,54.94973361541347,1.05,747.0,HIIT,23.9,2.5,3,2,46.35
47,Female,74.0,1.6,171.05884930326286,152.14946194785506,68.29975917515883,1.35,868.0,HIIT,32.3,2.1,4,2,32.83
33,Female,68.4,1.74,175.4798238914324,131.71055782506258,71.55128692266814,1.16,805.0,HIIT,29.2,2.5,4,2,22.51
50,Male,43.7,1.6,159.29104920404438,152.70264613963704,64.78742859173506,1.43,1022.0,Yoga,23.5,2.7,4,2,16.53
49,Male,81.4,1.83,156.38531634538205,164.616216857798,62.633993209823444,1.8,1430.0,Strength,14.7,3.5,4,3,22.87
24,Male,52.5,1.71,163.26322223735932,159.0590771295596,52.969718552063206,0.87,750.0,Yoga,22.6,3.7,3,1,17.82
30,Male,124.4,1.71,205.7882719300169,170.18257213006783,63.84231179739236,0.82,729.0,Yoga,26.7,3.2,2,1,37.83
34,Male,65.9,1.56,185.77750760479202,156.9899419217247,60.37731352019788,1.45,1216.0,Cardio,20.8,3.6,4,2,23.48
46,Male,43.6,1.69,181.32126614074411,162.0356379451633,59.37259160499512,1.47,1156.0,Cardio,28.2,3.7,3,2,13.65
24,Male,87.0,1.94,177.78584981268162,131.80465070588227,64.85908996433305,1.44,1065.0,Cardio,22.4,3.0,2,1,23.02
51,Female,67.1,1.56,189.1597100844477,136.14676709632408,71.61669157123728,1.23,735.0,HIIT,31.8,1.6,2,1,26.48
51,Male,86.2,1.85,166.69049432426476,141.25430109272148,71.35050075523031,1.61,1153.0,Cardio,12.6,3.5,5,3,27.21
38,Female,64.3,1.82,182.84869895527888,120.80608112404977,49.603243174464204,1.44,864.0,Strength,26.2,2.1,4,2,21.08
40,Male,74.6,1.97,176.54115628256744,135.30220781772374,69.04234937796903,1.11,891.0,Yoga,23.0,3.5,4,2,20.5
36,Male,89.8,1.67,185.16356116177295,153.31992086517212,73.17689458742673,1.8,1600.0,HIIT,11.9,3.6,5,3,29.5
25,Female,55.6,1.65,185.00064039554908,145.13718700732673,53.98537092355903,1.33,948.0,Yoga,26.9,2.3,3,2,23.07
54,Female,64.4,1.48,171.9754262530267,159.37398974495426,71.10639833904781,1.81,1317.0,HIIT,17.8,2.7,4,3,29.66
57,Female,64.2,1.5,173.3507308550174,142.45063923506808,71.29868857645683,1.51,979.0,Cardio,18.2,2.6,5,3,26.23
33,Male,105.5,1.66,182.23224175558235,134.66421373549264,55.44708739321182,1.36,1056.0,HIIT,29.0,2.2,3,2,34.66
40,Male,69.6,1.93,187.56784308721117,153.60421121723678,49.77847503354366,1.18,968.0,Cardio,24.7,2.3,4,2,18.08
27,Male,124.6,1.79,170.3265208823055,165.99548377739166,61.02851262953914,1.26,1120.0,Strength,28.0,2.9,3,1,41.29
53,Female,50.4,1.58,168.42956234253694,155.15158017524405,67.63325528930886,1.3,897.0,HIIT,28.8,2.2,3,2,21.47
44,Female,70.3,1.6,182.7101470028364,148.36618351770744,57.1427273090171,1.38,976.0,Strength,27.1,2.6,2,1,25.39
57,Male,78.3,1.87,160.05647902462127,146.94983061047833,73.48448966731651,1.81,1309.0,Cardio,11.9,3.6,5,3,24.59
45,Female,50.1,1.81,180.7667152465209,127.63693066800407,53.478243700197915,0.87,484.0,Yoga,27.4,2.5,2,1,16.07
43,Female,57.9,1.62,170.36157961155584,129.28783784445082,54.078441897578706,1.06,580.0,Strength,26.0,2.5,3,2,21.44
52,Female,43.7,1.67,176.75023345932507,120.35021070242541,63.20851506995312,1.39,776.0,HIIT,35.6,1.6,3,1,15.98
27,Female,65.0,1.49,192.41810443880857,117.55036064970233,60.45892098108004,1.2,680.0,Strength,26.1,2.2,4,2,28.83
25,Female,74.2,1.52,190.66949136007125,144.12535971553706,53.29621811558784,1.15,842.0,Cardio,35.9,2.5,2,1,32.62
31,Female,57.0,1.73,189.2930154819298,125.33856674231025,70.91574913132055,1.17,795.0,Yoga,25.3,1.7,3,2,19.3
38,Female,70.4,1.84,154.78740808828704,118.04484981476739,53.039214397423095,1.06,612.0,Strength,33.5,1.8,2,1,21.82
22,Male,107.9,1.97,160.57396876464162,145.55221238218826,53.86706153227029,1.21,923.0,HIIT,20.2,3.1,4,2,27.58
41,Male,68.3,1.96,185.941110530365,163.87043867573647,62.84689209569316,1.4,1077.0,HIIT,23.6,3.4,3,2,20.33
47,Female,71.5,1.67,173.30866389492826,155.4322365298354,69.48448581827797,0.78,546.0,HIIT,29.1,2.4,3,1,24.35
45,Male,56.8,1.69,167.24671306001144,131.38202331502282,69.11655499570566,1.49,1014.0,Yoga,21.2,3.7,3,2,18.99
56,Female,76.5,1.64,186.73008106356698,153.64612287746266,54.26080585396366,1.03,655.0,Strength,33.2,1.9,4,2,30.38
18,Male,80.9,2.01,169.69976777662183,171.07640222513783,64.69483166520736,1.9,1679.0,HIIT,9.8,3.5,5,3,20.83
19,Male,90.0,1.79,204.3988758853798,165.70820798273135,75.38320136246614,1.26,1156.0,Cardio,23.4,3.2,2,1,28.74
59,Male,88.6,1.71,199.34053554111594,124.89303413395785,58.55743233341222,1.09,699.0,Strength,31.3,3.2,3,2,28.54
51,Male,71.1,1.91,158.82238933168216,139.4760478847585,67.12456584026779,0.99,696.0,Strength,25.9,1.9,3,1,19.02
43,Female,55.2,1.77,170.6598439708369,172.79401671819238,59.83040976124394,1.62,1178.0,Cardio,16.3,2.6,5,3,18.03
20,Female,58.2,1.67,180.5633007748323,134.1295744565073,52.13453757774498,1.14,739.0,Cardio,30.8,2.1,2,1,24.11
29,Male,63.2,1.88,172.19314238535148,129.08205465560297,70.09913181358388,1.12,791.0,HIIT,24.4,3.7,2,1,16.98
37,Male,87.4,1.96,168.1363222633985,122.76740178474418,51.647077673499,1.86,1254.0,HIIT,10.9,3.3,5,3,21.88
36,Female,70.4,1.52,168.27642166166797,142.5465324150973,63.78435001634235,1.19,821.0,Yoga,26.6,2.0,4,2,29.26
35,Male,127.9,1.77,187.89727624125067,140.5051010497875,70.3906414996715,1.35,972.0,Cardio,19.8,2.2,4,2,41.28
27,Male,59.9,1.76,170.9252186967214,149.06811764932377,69.03050353063453,1.51,1221.0,Yoga,26.1,3.2,2,1,18.57
48,Male,83.1,1.7,206.2953434217254,170.79946119803137,75.00239031042898,1.87,1438.0,HIIT,11.0,3.6,4,3,30.21
59,Male,51.2,1.87,195.2126518658287,170.49722208208055,53.769040384906276,1.11,858.0,Strength,25.2,3.4,3,1,13.13
48,Female,63.3,1.56,187.42377555018012,128.95721322388593,62.007791972798,1.87,1193.0,Yoga,16.4,2.8,4,3,24.84
43,Male,91.6,1.96,173.6687415384837,139.1652799625021,54.88734532746208,1.05,715.0,Cardio,26.6,3.8,3,2,25.93
47,Female,46.7,1.67,173.9483222187493,141.04540742338722,57.85667396005288,1.38,909.0,Cardio,27.2,2.1,3,1,16.47
41,Female,62.6,1.56,167.95565705459572,156.69779350474016,52.53856733922211,1.9,1300.0,HIIT,15.4,2.7,5,3,25.18
48,Male,82.0,1.81,169.7950244247218,165.57345746966573,63.14915763639884,1.91,1513.0,Strength,14.2,3.5,4,3,23.74
30,Male,110.4,1.88,177.48956384899157,140.91327041474537,51.6478199218119,1.22,1001.0,HIIT,22.0,3.5,3,1,32.15
60,Female,63.3,1.8,177.31452074459492,132.17904542945564,54.760020076199275,0.62,378.0,Cardio,24.2,1.7,2,1,21.9
35,Male,99.7,1.93,188.01947936798942,144.21092265184194,72.20705777064117,1.32,1103.0,Yoga,20.4,2.5,3,1,24.75
47,Male,79.7,1.7,191.48820693856305,159.25205621583123,64.58605855355847,1.56,1264.0,Cardio,12.7,3.6,4,3,26.17
32,Male,117.2,1.93,163.24536808552952,123.5037246425799,56.14682255663336,1.32,973.0,Strength,28.8,3.4,2,1,29.98
22,Female,71.4,1.76,192.85929595192619,155.7122279514371,56.32964176634518,1.43,1218.0,Yoga,31.8,1.9,3,1,23.49
56,Male,95.3,1.75,196.8231892484484,139.20012430598214,54.9259352516062,1.19,867.0,Cardio,22.2,2.7,3,2,31.16
25,Female,48.5,1.69,190.54938171869986,148.5805168937132,56.26777190687196,0.88,660.0,Cardio,27.2,2.6,2,1,16.22
22,Male,64.6,1.76,159.88305812939413,152.91463436785386,59.633298318723845,1.27,1084.0,Strength,28.5,3.5,4,2,18.88
38,Female,53.2,1.6,185.7728751519253,129.69655448173512,73.67338831038302,1.44,936.0,HIIT,25.1,1.5,3,2,20.91
25,Female,39.5,1.65,167.26050892381488,164.48914286540062,56.543073844058306,1.01,870.0,HIIT,30.0,1.8,2,1,14.69
40,Female,55.2,1.68,175.7155493529524,136.13830234510561,63.372726448156534,1.85,1311.0,Strength,17.9,2.8,5,3,18.67
40,Female,69.1,1.44,198.42621997906497,134.90382023829136,65.2435854979764,1.26,927.0,Cardio,29.9,2.0,3,2,30.73
31,Male,73.6,1.95,164.35040053935643,141.52853650136765,65.01448162580931,0.61,436.0,Cardio,19.7,3.3,2,1,20.64
28,Male,90.6,1.89,199.82585199540415,132.13025805241023,53.33820757576816,1.8,1315.0,Cardio,13.4,3.3,5,3,25.02
21,Male,78.3,1.85,201.0030286093715,142.3874488630035,56.63287709613549,1.75,1353.0,Yoga,11.4,3.5,4,3,21.7
31,Female,60.5,1.68,186.87359669864622,125.26800804146588,57.546257070985895,1.66,1039.0,HIIT,14.9,2.8,4,3,19.43
29,Female,57.7,1.63,177.4043615337421,144.06501844842307,76.76338282412675,1.9,1261.0,Strength,18.2,2.7,4,3,22.36
24,Female,55.9,1.6,165.7190179984079,154.87302445316553,66.62711474070872,1.4,1073.0,Yoga,29.8,1.7,3,2,22.64
54,Female,47.8,1.72,194.00386585062466,160.4386743137742,70.83298896251416,1.33,971.0,Strength,30.0,2.0,2,1,15.96
51,Male,121.1,1.82,168.30062740212546,135.5465076619144,66.84467166055721,0.54,370.0,Strength,29.2,3.0,2,1,34.32
56,Male,53.6,2.0,177.7549571466353,121.59055829739751,70.57217757622878,1.08,675.0,Strength,22.5,3.0,3,2,13.82
